,PID,LEGAL_TYPE,FOLIO,LAND_COORDINATE,ZONE_NAME,ZONE_CATEGORY,LOT,BLOCK,PLAN,DISTRICT_LOT,FROM_CIVIC_NUMBER,TO_CIVIC_NUMBER,STREET_NAME,PROPERTY_POSTAL_CODE,NARRATIVE_LEGAL_LINE1,NARRATIVE_LEGAL_LINE2,NARRATIVE_LEGAL_LINE3,NARRATIVE_LEGAL_LINE4,NARRATIVE_LEGAL_LINE5,CURRENT_LAND_VALUE,CURRENT_IMPROVEMENT_VALUE,TAX_ASSESSMENT_YEAR,PREVIOUS_LAND_VALUE,PREVIOUS_IMPROVEMENT_VALUE,YEAR_BUILT,BIG_IMPROVEMENT_YEAR,TAX_LEVY,NEIGHBOURHOOD_CODE,HOUSE_PRICE
28390,025-206-192,STRATA,161606550355,16160655,CD-1 (324),Comprehensive Development,355,,LMS4555,FC,2805,1067.0,MARINASIDE CRES,V6Z 3A4,"STRATA LOT 355, PLAN LMS4555, DISTR","ICT LOT FC, NEW WESTMINSTER LAND DI","STRICT, TOGETHER WITH AN INTEREST I",N THE COMMON PROPERTY IN PROPORTION, TO THE UNIT ENTITLEMENT OF THE STR,1389000.0,367000.0,2020.0,1659000.0,369000.0,2002.0,2002.0,,30,1.756
143991,004-071-620,STRATA,97629070010,9762907,RM-4,Multiple Family Dwelling,10,,VAS464,526,107,1425.0,CYPRESS ST,V6J 3L1,LOT 10  PLAN VAS464  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 720/23155, SHARE IN COM PROP THEREIN.,,,525000.0,58400.0,2020.0,562000.0,66600.0,1977.0,1977.0,,2,0.5834
187205,009-127-747,LAND,823176620000,82317662,RS-1,One Family Dwelling,A,8,11223,322,,268.0,64TH AVE W,V5X 2L8,LOT A  BLOCK 8  PLAN 11223  DISTRIC,T LOT 322  NEW WESTMINSTER SUBSIDY ,LOT F.,,,2052000.0,374000.0,2020.0,2351000.0,381000.0,1994.0,1994.0,,12,2.426
45485,027-115-160,STRATA,692040050004,69204005,C-2,Commercial,4,,BCS2414,139,,3378.0,DUNBAR ST,V6S 2C1,LOT 4  PLAN BCS2414  DISTRICT LOT 1,39  NEW WESTMINSTER GROUP 1.,,,,560000.0,130000.0,2020.0,559000.0,131000.0,2007.0,2007.0,,3,0.69
1892,026-452-693,STRATA,305810280099,30581028,CD-1 (68),Comprehensive Development,99,,BCS1545,334,2,3298.0,54TH AVE E,V5S 0A1,LOT 99  PLAN BCS1545  DISTRICT LOT ,334  NEW WESTMINSTER GROUP 1.,,,,517000.0,205000.0,2020.0,527000.0,208000.0,2005.0,2005.0,,25,0.722
118309,029-874-386,STRATA,603162680157,60316268,CD-1 (520),Comprehensive Development,157,,EPS3602,FC,1016,68.0,SMITHE ST,V6B 0P4,"STRATA LOT 157, PLAN EPS3602, DISTR","ICT LOT FC, GROUP 1, NEW WESTMINSTE","R LAND DISTRICT, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,375000.0,233000.0,2020.0,441000.0,233000.0,2016.0,2016.0,,26,0.608
80232,009-816-895,LAND,709073160000,70907316,RS-1,One Family Dwelling,3,553,VAP8453,526,,2676.0,OLIVER CRES,V6L 1S7,LOT 3  BLOCK 553  PLAN VAP8453  DIS,TRICT LOT 526  NWD,,,,2637000.0,31900.0,2020.0,3028000.0,28000.0,1951.0,1951.0,,4,2.6689
185449,026-480-387,STRATA,664195950022,66419595,C-3A,Commercial,22,,BCS1581,301,206,2635.0,PRINCE EDWARD ST,V5T 4V7,LOT 22  PLAN BCS1581  DISTRICT LOT ,301  NEW WESTMINSTER GROUP 1.,,,,336000.0,221000.0,2020.0,418000.0,182000.0,2005.0,2005.0,,13,0.557
99230,012-957-585,LAND,638274340000,63827434,RS-1,One Family Dwelling,7,15,VAP3385,THSL,,2640.0,5TH AVE E,V5M 1M9,LOT 7  BLOCK 15  SECTION 34  PLAN V,AP3385  DISTRICT LOT THSL  NWD PART, N 1/2.,,,1155000.0,238000.0,2020.0,1305000.0,236000.0,1976.0,2005.0,,21,1.393
190152,019-186-240,STRATA,172592770154,17259277,CD-1 (265),Comprehensive Development,154,,LMS1872,FC,615,555.0,ABBOTT ST,V6B 6B8,"STRATA LOT 154, PLAN LMS1872, DISTR","ICT LOT FC, GROUP 1, NEW WESTMINSTE","R LAND DISTRICT, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,452000.0,238000.0,2020.0,541000.0,240000.0,1995.0,1995.0,,26,0.69
199573,030-359-287,STRATA,640179070004,64017907,CD-1 (531),Comprehensive Development,4,,EPS4489,200A,207,1788.0,COLUMBIA ST,V5Y 0L7,LOT 4  PLAN EPS4489  DISTRICT LOT 2,"00A  NWD GROUP 1, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,556000.0,420000.0,2020.0,703000.0,422000.0,2017.0,2017.0,,13,0.976
156458,028-670-302,STRATA,138606940196,13860694,DD,Comprehensive Development,196,,BCS4213,541,1505,1088.0,RICHARDS ST,V6B 0J8,"STRATA LOT 196, PLAN BCS4213, DISTR","ICT LOT 541, GROUP 1, NEW WESTMINST","ER LAND DISTRICT, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,509000.0,187000.0,2020.0,549000.0,188000.0,2011.0,2011.0,,29,0.696
20750,003-422-551,STRATA,576265080018,57626508,RM-3A,Multiple Family Dwelling,18,,VAS127,184,203,2222.0,CAMBRIDGE ST,V5L 1E6,LOT 18  PLAN VAS127  DISTRICT LOT 1,84  NEW WESTMINSTER UNDIV 1988/1000,00 SHARE IN COM PROP THEREIN.,,,334000.0,33800.0,2020.0,315000.0,36400.0,1973.0,1973.0,,14,0.3678
8669,024-261-378,STRATA,706190730001,70619073,RS-7,One Family Dwelling,1,,LMS3672,301,,267.0,23RD AVE E,V5V 1X4,LOT 1  PLAN LMS3672  DISTRICT LOT 3,01  NEW WESTMINSTER UNDIV 120/340 S,HARE IN COM PROP THEREIN.,,,,,,,,,,,15,
24647,024-033-812,STRATA,600117080429,60011708,CD-1 (343),Comprehensive Development,429,,LMS3094,185,2602,1200.0,GEORGIA ST W,V6E 4R2,"STRATA LOT 429, PLAN LMS3094, DISTR","ICT LOT 185, GROUP 1, NEW WESTMINST","ER LAND DISTRICT, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,586000.0,184000.0,2020.0,667000.0,186000.0,1998.0,1998.0,,26,0.77
47875,006-847-889,LAND,692272500000,69227250,RS-1,One Family Dwelling,8,O,VAP11660,THSL,,2548.0,18TH AVE E,V5M 2P5,LOT 8  BLOCK O  SECTION 45  PLAN VA,P11660  DISTRICT LOT THSL  NEW WEST,MINSTER,,,1212000.0,220000.0,2020.0,1330000.0,222000.0,1988.0,1988.0,,22,1.432
28404,018-059-724,STRATA,617124080002,61712408,CD-1 (251),Comprehensive Development,2,,LMS712,,T03,1500.0,HORNBY ST,V6Z 2R1,LOT 2  PLAN LMS712  NWD DISTRICT LO,"T FALSE CREEK, TOGETHER WITH AN INT",EREST IN THE COMMON PROPERTY IN PRO,PORTION TO THE UNIT ENTITLEMENT OF ,THE STRATA LOT AS SHOWN ON FORM 1 O,1681000.0,669000.0,2020.0,2047000.0,690000.0,1993.0,1993.0,,30,2.35
198967,030-018-528,STRATA,320718950171,32071895,CD-1 (545),Comprehensive Development,171,6,EPS3434,36,2110,5515.0,BOUNDARY RD,V5R 0E3,LOT 171  BLOCK 6  PLAN EPS3434  DIS,"TRICT LOT 36  NWD GROUP 1, TOGETHER", WITH AN INTEREST IN THE COMMON PRO,PERTY IN PROPORTION TO THE UNIT ENT,ITLEMENT OF THE STRATA LOT AS SHOWN,264000.0,195000.0,2020.0,313000.0,196000.0,2016.0,2016.0,,23,0.459
151217,024-139-840,STRATA,156602050145,15660205,CD-1 (329),Comprehensive Development,145,,LMS3215,541,1401,819.0,HAMILTON ST,V6B 6M2,LOT 145  PLAN LMS3215  DISTRICT LOT, 541  NEW WESTMINSTER UNDIV 1263/98,533 SHARE IN COM PROP THEREIN.,,,963000.0,483000.0,2020.0,1105000.0,497000.0,1998.0,1998.0,,29,1.446
206704,003-137-864,STRATA,650045970005,65004597,C-2C1,Commercial,5,,VAS1616,540,205,2475.0,BLENHEIM ST,V6K 4N7,LOT 5  PLAN VAS1616  DISTRICT LOT 5,40  NEW WESTMINSTER UNDIV 40/1000 S,HARE IN COM PROP THEREIN.,,,364000.0,35800.0,2020.0,393000.0,37800.0,1985.0,1985.0,,2,0.3998
85342,029-791-464,STRATA,638040070002,63804007,RT-8,Two Family Dwelling,2,,EPS3213,540,,1888.0,ALMA ST,V6R 0C5,LOT 2  PLAN EPS3213  DISTRICT LOT 5,"40  NWD GROUP 1, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM V,1041000.0,619000.0,2020.0,1190000.0,382000.0,1920.0,2010.0,,2,1.66
197479,016-530-586,STRATA,690163520011,69016352,RM-4,Multiple Family Dwelling,11,,VAS2749,472,206,668.0,16TH AVE W,V5Z 1S6,LOT 11  PLAN VAS2749  DISTRICT LOT ,472  NEW WESTMINSTER UNDIV 4718/100,000 SHARE IN COM PROP THEREIN.,,,708000.0,191000.0,2020.0,755000.0,198000.0,1990.0,1990.0,,9,0.899
99997,003-575-926,STRATA,643087950038,64308795,RM-4,Multiple Family Dwelling,38,,VAS185,526,305,2121.0,6TH AVE W,V6K 1V5,LOT 38  PLAN VAS185  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 919/48580, SHARE IN COM PROP THEREIN.,,,459000.0,33600.0,2020.0,501000.0,36200.0,1974.0,1974.0,,2,0.4926
179814,027-239-250,STRATA,590117950136,59011795,CD-1 (419),Comprehensive Development,136,,BCS2555,185,2904,1205.0,HASTINGS ST W,V6E 4T7,LOT 136  PLAN BCS2555  DISTRICT LOT, 185  NEW WESTMINSTER GROUP 1.,,,,1541000.0,326000.0,2020.0,1825000.0,326000.0,2007.0,2007.0,,28,1.867
47432,005-056-705,LAND,634265600000,63426560,RS-1,One Family Dwelling,33,B,VAP1771,264A,,2260.0,4TH AVE E,V5N 1K8,LOT 33  BLOCK B  PLAN VAP1771  DIST,"RICT LOT 264A  NWD OF LOTS 2 TO 5, ",OF BLK 148.,,,1072000.0,19400.0,2020.0,1162000.0,21600.0,1920.0,1960.0,,14,1.0914
162652,014-634-198,LAND,765201550000,76520155,RS-1,One Family Dwelling,36,2,VAP1427,646,,595.0,47TH AVE E,V5W 2B5,LOT 36  BLOCK 2  PLAN VAP1427  DIST,"RICT LOT 646  NWD GROUP 1, EXC N 10", FT NOW LANE.,,,1225000.0,154000.0,2020.0,1450000.0,155000.0,1981.0,1985.0,,16,1.379
24991,014-895-692,LAND,630250340000,63025034,RT-5,Two Family Dwelling,10,144,VAP1144,264A,,1734.0,1ST AVE E,V5N 1B1,LOT 10  BLOCK 144  PLAN 404 & 1771 , DISTRICT LOT 264A  NEW WESTMINSTER, SUBSIDY LOT A.,,,1120000.0,368000.0,2020.0,1240000.0,360000.0,1908.0,1980.0,,14,1.488
190305,004-484-975,LAND,690034630000,69003463,RS-1,One Family Dwelling,17,168,VAP4339,540,,3833.0,16TH AVE W,V6R 3C6,LOT 17  BLOCK 168  PLAN VAP4339  DI,STRICT LOT 540  NWD OF LOT 3.,,,,1570000.0,118000.0,2020.0,1880000.0,109000.0,1926.0,1988.0,,1,1.688
21819,007-681-321,STRATA,124617170008,12461717,BCPED,Comprehensive Development,8,,VAS1886,FC,202,1625.0,HORNBY ST,V6Z 2M2,LOT 8  PLAN VAS1886  DISTRICT LOT F,C  NEW WESTMINSTER UNDIV 85/4893 SH,ARE IN COMM PROP THEREIN.,,,781000.0,298000.0,2020.0,874000.0,311000.0,1987.0,1987.0,,30,1.079
50509,015-385-698,LAND,612252700000,61225270,RT-5,Two Family Dwelling,31,B,VAP305,264A,,1884.0,GRANT ST,V5L 2Y8,LOT 31  BLOCK B  PLAN 305  DISTRICT, LOT 264A  NWD OF BLK 137 & PL 1771,.,,,,,,,,2015.0,2016.0,,14,
208943,011-157-992,LAND,586271690000,58627169,RS-1,One Family Dwelling,22,,VAP5452,THSL,,2567.0,TRIUMPH ST,V5K 1S7,LOT 22  PLAN VAP5452  DISTRICT LOT ,"THSL  NWD GROUP 1, OF LOT 20.",,,,1185000.0,67300.0,2020.0,1290000.0,68300.0,1925.0,1970.0,,20,1.2523
97516,010-716-947,LAND,755284710000,75528471,RS-1,One Family Dwelling,29,10,VAP7103,50,,2987.0,44TH AVE E,V5R 3A9,LOT 29  BLOCK 10  PLAN VAP7103  DIS,TRICT LOT 50  NEW WESTMINSTER,,,,1259000.0,231000.0,2020.0,1451000.0,234000.0,1984.0,1990.0,,24,1.49
58153,008-561-800,LAND,792312240000,79231224,RS-1,One Family Dwelling,45,,VAP13659,339,,3416.0,50TH AVE E,V5S 1P3,LOT 45  PLAN VAP13659  DISTRICT LOT, 339  NEW WESTMINSTER,,,,1325000.0,163000.0,2020.0,1539000.0,163000.0,1972.0,1990.0,,25,1.488
159301,030-311-641,STRATA,640179170110,64017917,CD-1 (531),Comprehensive Development,110,,EPS4169,200A,720,159.0,2ND AVE W,V5Y 0L8,LOT 110  PLAN EPS4169  DISTRICT LOT," 200A  NWD GROUP 1, TOGETHER WITH A",N INTEREST IN THE COMMON PROPERTY I,N PROPORTION TO THE UNIT ENTITLEMEN,T OF THE STRATA LOT AS SHOWN ON FOR,366000.0,188000.0,2020.0,418000.0,190000.0,2017.0,2017.0,,13,0.554
124886,023-985-321,STRATA,573114020023,57311402,CD-1 (312),Comprehensive Development,23,,LMS3033,,501,560.0,CARDERO ST,V6G 3E9,LOT 23  PLAN LMS3033  NEW WESTMINST,"ER DISTRICT LOT PUBLIC HARBOUR, UND",IV 970/130993 SHARE IN COM PROP THE,REIN.,,782000.0,335000.0,2020.0,889000.0,339000.0,1997.0,1997.0,,28,1.117
50691,029-437-253,STRATA,134604930034,13460493,CD-1 (515),Comprehensive Development,34,,EPS2386,541,1003,999.0,SEYMOUR ST,V6B 0M5,"STRATA LOT 34, PLAN EPS2386, DISTRI","CT LOT 541, GROUP 1, NEW WESTMINSTE","R LAND DISTRICT, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,539000.0,189000.0,2020.0,619000.0,191000.0,2014.0,2014.0,,29,0.728
205125,014-575-591,LAND,708304230000,70830423,RS-1,One Family Dwelling,26,3,VAP1525,THSL,,3545.0,28TH AVE E,V5R 1T4,LOT 26  BLOCK 3  SECTION 51  PLAN V,AP1525  DISTRICT LOT THSL  NEW WEST,"MINSTER OF SW 1/4, EXC THE N 4 FT N",OW LANE.,,1102000.0,57700.0,2020.0,1211000.0,58100.0,1950.0,1975.0,,22,1.1597
211039,025-694-260,STRATA,813150930019,81315093,CD-1 (355),Comprehensive Development,19,,BCS449,526,,859.0,59TH AVE W,V6P 1X8,LOT 19  PLAN BCS449  DISTRICT LOT 5,26  NWD TOGETHER WITH AN INTEREST I,N THE COMMON PROPERTY IN PROPORTION, TO THE UNIT ENTITLEMENT OF THE STR,ATA LOT AS SHOWN ON FORM V,1272000.0,316000.0,2020.0,1467000.0,319000.0,2004.0,2004.0,,11,1.588
104817,027-616-771,STRATA,592117980147,59211798,CD-1 (441),Comprehensive Development,147,,BCS3053,185,2705,1211.0,MELVILLE ST,V6E 0A7,LOT 147  PLAN BCS3053  DISTRICT LOT," 185  NWD GROUP 1, TOGETHER WITH AN", INTEREST IN THE COMMON PROPERTY IN, PROPORTION TO THE UNIT ENTITLEMENT, OF THE STRATA LOT AS SHOWN ON FORM,954000.0,416000.0,2020.0,1161000.0,420000.0,2008.0,2008.0,,26,1.37
29226,003-902-536,STRATA,646212510031,64621251,RM-4,Multiple Family Dwelling,31,,VAS348,264A,304,853.0,7TH AVE E,V5T 1P4,LOT 31  PLAN VAS348  DISTRICT LOT 2,64A  NEW WESTMINSTER UNDIV 892/2772,3 SHARE IN COM PROP THEREIN.,,,435000.0,67600.0,2020.0,465000.0,79800.0,1976.0,1976.0,,13,0.5026
43976,018-543-642,STRATA,603118890019,60311889,RM-5B,Multiple Family Dwelling,19,,LMS1153,185,404,1111.0,HARO ST,V6E 1E3,LOT 19  PLAN LMS1153  DISTRICT LOT ,185  NEW WESTMINSTER UNDIV 979/6057,4 SHARE IN COM PROP THEREIN.,,,576000.0,334000.0,2020.0,638000.0,342000.0,1994.0,1994.0,,27,0.91
24612,023-925-370,STRATA,148604510245,14860451,DD,Comprehensive Development,245,,LMS2969,541,2709,939.0,HOMER ST,V6B 2W6,LOT 245  PLAN LMS2969  DISTRICT LOT, 541  NEW WESTMINSTER UNDIV 771/215,085 SHARE IN COM PROP THEREIN.,,,476000.0,267000.0,2020.0,552000.0,273000.0,1998.0,1998.0,,29,0.743
66111,014-063-590,LAND,730221190000,73022119,RS-1,One Family Dwelling,13,5,VAP2096,391,,1127.0,33RD AVE E,V5V 3B1,LOT 13  BLOCK 5  PLAN VAP2096  DIST,"RICT LOT 391  NWD OF BLK 4, & DL 39",2.,,,918000.0,143000.0,2020.0,1057000.0,143000.0,1981.0,1985.0,,19,1.061
81771,025-987-003,STRATA,138616070145,13861607,CD-1 (366),Comprehensive Development,145,,BCS890,,2702,1495.0,RICHARDS ST,V6Z 3E3,LOT 145  PLAN BCS890  NEW WESTMINST,"ER DISTRICT LOT FALSE CREEK, UNDIV ",106/16900 SHARE IN COM PROP THEREIN,.,,1265000.0,371000.0,2020.0,1424000.0,375000.0,2004.0,2004.0,,30,1.636
10208,007-507-267,LAND,690042070000,69004207,RS-5,One Family Dwelling,24,114,VAP415,540,,3499.0,16TH AVE W,V6R 3B9,LOT 24  BLOCK 114  PLAN VAP415  DIS,TRICT LOT 540  NEW WESTMINSTER EXC ,THE NORTH 8 FT NOW LANE.,,,1757000.0,90000.0,2020.0,2000000.0,98800.0,1931.0,1970.0,,2,1.847
52904,030-418-674,STRATA,319718020089,31971802,CD-1 (545),Comprehensive Development,89,,EPS4621,36,813,5470.0,ORMIDALE ST,V5R 0G6,LOT 89  PLAN EPS4621  DISTRICT LOT ,"36  NWD GROUP 1, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM V,439000.0,271000.0,2020.0,456000.0,271000.0,2018.0,2018.0,,23,0.71
106461,030-384-095,STRATA,646084630010,64608463,RM-4,Multiple Family Dwelling,10,,EPS4638,526,301,2239.0,7TH AVE W,V6K 1Y3,LOT 10  PLAN EPS4638  DISTRICT LOT ,"526  NWD GROUP 1, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,993000.0,536000.0,2020.0,1027000.0,537000.0,2018.0,2018.0,,2,1.529
138968,011-940-018,LAND,691163470000,69116347,RS-7,One Family Dwelling,23,499,626,472,,667.0,17TH AVE W,V5Z 1T7,LOT 23  BLOCK 499  PLAN 626  DISTRI,CT LOT 472  NEW WESTMINSTER,,,,2010000.0,133000.0,2020.0,2300000.0,26400.0,1926.0,1970.0,,9,2.143
41046,014-201-194,LAND,289600490000,28960049,RS-1,One Family Dwelling,24,B,VAP1925,THSL,,947.0,LILLOOET ST,V5K 4H1,LOT 24  BLOCK B  PLAN VAP1925  DIST,RICT LOT THSL  NEW WESTMINSTER SECT,ION 24 NE QTR.,,,1037000.0,137000.0,2020.0,1176000.0,137000.0,1984.0,1984.0,,20,1.174
112730,026-223-597,STRATA,190601020026,19060102,FC-1,Commercial,26,,BCS1199,196,404,919.0,STATION ST,V6A 4L9,LOT 26  PLAN BCS1199  DISTRICT LOT ,196  NEW WESTMINSTER GROUP 1.,,,,395000.0,293000.0,2020.0,468000.0,294000.0,2005.0,2005.0,,13,0.688
201061,010-252-487,LAND,190830370000,19083037,I-2,Light Industrial,2,3,VAP8102,322,,8225.0,MAIN ST,V5X 3L7,LOT 2  BLOCK 3  PLAN VAP8102  DISTR,ICT LOT 322  NWD N PT OF BLK 13.,,,,3835000.0,12200.0,2020.0,3687000.0,12200.0,1959.0,1975.0,,18,3.8472
135357,009-727-612,LAND,576300250000,57630025,RS-1,One Family Dwelling,,,VAP100,HT,,3427.0,CAMBRIDGE ST,V5K 1M1,PLAN VAP100  DISTRICT LOT HT  NEW W,ESTMINSTER LOT 606 W HLF.,,,,,,,,,,,,20,
54454,015-447-758,LAND,711222450000,71122245,RT-10,Two Family Dwelling,14,28,VAP340,391,,1145.0,26TH AVE E,V5V 2J8,LOT 14  BLOCK 28  PLAN VAP340  DIST,"RICT LOT 391  NWD GROUP 1, EXC N 10"," FT NOW LANE, OF LOT 1, & DL 392.",,,1364000.0,144000.0,2020.0,1640000.0,146000.0,1980.0,1980.0,,19,1.508
42316,015-458-679,LAND,650042350000,65004235,C-2C1,Commercial,10,51,VAP229,540,,3447.0,BROADWAY W,V6R 2B4,LOT 10  BLOCK 51  PLAN VAP229  DIST,RICT LOT 540  NEW WESTMINSTER,,,,9355000.0,16500.0,2020.0,11018000.0,16500.0,1951.0,1951.0,,2,9.3715
193993,015-151-832,LAND,259604150000,25960415,RT-4,Two Family Dwelling,24,A,VAP725,264A,,1115.0,LAKEWOOD DR,V5L 4M3,LOT 24  BLOCK A  PLAN 725  DISTRICT," LOT 264A  NWD OF LOT 4, & BLK B OF"," BLK 136, & PL 1771.",,,1028000.0,39000.0,2020.0,1138000.0,39500.0,1967.0,1967.0,,14,1.067
122263,010-286-411,LAND,50742200000,5074220,RS-5,One Family Dwelling,38,25,VAP2831,2027,,5420.0,BLENHEIM ST,V6N 1P3,LOT 38  BLOCK 25  PLAN VAP2831  DIS,TRICT LOT 2027  NEW WESTMINSTER,,,,1739000.0,251000.0,2020.0,2078000.0,243000.0,1988.0,1988.0,,5,1.99
88131,024-555-894,STRATA,600116040333,60011604,CD-1 (318),Comprehensive Development,333,,LMS3942,185,905,1367.0,ALBERNI ST,V6E 4R9,"STRATA LOT 333, PLAN LMS3942, DISTR","ICT LOT 185, NEW WESTMINSTER LAND D","ISTRICT, TOGETHER WITH AN INTEREST ",IN THE COMMON PROPERTY IN PROPORTIO,N TO THE UNIT ENTITLEMENT OF THE ST,360000.0,120000.0,2020.0,364000.0,120000.0,1999.0,1999.0,,26,0.48
15121,019-182-996,STRATA,156602080262,15660208,DD,Comprehensive Development,262,,LMS1863,541,2002,838.0,HAMILTON ST,V6B 6A2,LOT 262  PLAN LMS1863  DISTRICT LOT, 541  NEW WESTMINSTER UNDIV 376/127,484 SHARE IN COM PROP THEREIN.,,,81700.0,103000.0,2020.0,47000.0,104000.0,1995.0,1995.0,,29,0.1847
53949,014-668-165,STRATA,144833050024,14483305,RM-4,Multiple Family Dwelling,24,,VAS2468,318,1302,8825.0,HUDSON ST,V6P 4M9,LOT 24  PLAN VAS2468  DISTRICT LOT ,318  NEW WESTMINSTER UNDIV 59/5890 ,SHARE IN PROP THEREIN.,,,275000.0,70500.0,2020.0,308000.0,73000.0,1989.0,1989.0,,12,0.3455
44110,027-925-498,STRATA,172595030428,17259503,CD-1 (265),Comprehensive Development,428,,BCS3437,,803,633.0,ABBOTT ST,V6B 0J3,LOT 428  PLAN BCS3437  NWD DISTRICT," LOT FALSE CREEK, GROUP 1, TOGETHER", WITH AN INTEREST IN THE COMMON PRO,PERTY IN PROPORTION TO THE UNIT ENT,ITLEMENT OF THE STRATA LOT AS SHOWN,869000.0,256000.0,2020.0,991000.0,256000.0,2009.0,2009.0,,26,1.125
31275,003-628-221,LAND,842144580000,84214458,M-2,Industrial,28,2,VAP3069,318,,1230.0,75TH AVE W,V6P 3G3,LOT 28  BLOCK 2  PLAN VAP3069  DIST,"RICT LOT 318  NWD LOT 27, BLOCK 2, ","PLAN VAP3069, DISTRICT LOT 318, GRO","UP 1, NEW WESTMINSTER LAND DISTRICT",.,1933000.0,1152000.0,2020.0,2029000.0,574000.0,1990.0,1990.0,,18,3.085
191958,005-217-539,LAND,615118730000,61511873,RM-5A,Multiple Family Dwelling,18,26,VAP92,185,,1121.0,HARWOOD ST,V6E 1R9,LOT 18  BLOCK 26  PLAN VAP92  DISTR,ICT LOT 185  NWD,,,,6484000.0,1625000.0,2020.0,7781000.0,860000.0,1954.0,1954.0,,27,8.109
24666,012-296-929,LAND,811216880000,81121688,RS-1,One Family Dwelling,14,6,VAP3686,658,,1090.0,58TH AVE E,V5X 1W7,LOT 14  BLOCK 6  PLAN VAP3686  DIST,"RICT LOT 658  NWD GROUP 1, OF LOT 3",", TO BLK 8.",,,1018000.0,29200.0,2020.0,1183000.0,29800.0,1945.0,1965.0,,17,1.0472
156815,002-599-961,STRATA,683182860002,68318286,RT-6,Two Family Dwelling,2,,VAS1547,302,,14.0,13TH AVE W,V5Y 1V6,LOT 2  PLAN VAS1547  DISTRICT LOT 3,02  NWD TOGETHER WITH AN INTEREST I,N THE COMMON PROPERTY IN PROPORTION, TO THE UNIT ENTITLEMENT OF THE STR,ATA LOT AS SHOWN ON FORM 1.,1616000.0,261000.0,2020.0,1797000.0,246000.0,1985.0,1995.0,,13,1.877
208159,024-714-984,STRATA,590118820004,59011882,CD-1 (409),Comprehensive Development,4,,LMS4114,185,3201,1111.0,PENDER ST W,V6E 2P4,LOT 4  PLAN LMS4114  DISTRICT LOT 1,85  NEW WESTMINSTER UNDIV 1173/3981,4 SHARE IN COM PROP THEREIN.,,,1279000.0,423000.0,2020.0,1417000.0,427000.0,2000.0,2000.0,,26,1.702
74087,013-330-292,LAND,268695640000,26869564,CD-1 (310),Comprehensive Development,32,24&25,VAP2910,195,,3566.0,WALKER ST,,LOT 32  BLOCK 24&25  PLAN VAP2910  ,DISTRICT LOT 195  NEW WESTMINSTER,,,,1222000.0,0.0,2020.0,1324000.0,0.0,,,,14,1.222
73201,013-823-931,LAND,704270650000,70427065,CD-1 (210),Comprehensive Development,13,1,VAP2440,THSL,,2483.0,26TH AVE E,V5R 1K6,LOT 13  BLOCK 1  PLAN VAP2440  DIST,RICT LOT THSL  NEW WESTMINSTER SECT,ION 46 S HLF.,,,962000.0,27100.0,2020.0,1138000.0,27100.0,1952.0,1960.0,,23,0.9891
45261,009-954-783,LAND,165734880000,16573488,RS-1,One Family Dwelling,22,839,VAP8710,526,,5270.0,ASH ST,V5Z 3G4,LOT 22  BLOCK 839  PLAN VAP8710  DI,STRICT LOT 526  NEW WESTMINSTER,,,,3491000.0,80300.0,2020.0,3959000.0,80200.0,1954.0,1954.0,,9,3.5713
126443,030-697-581,STRATA,830170950119,83017095,CD-1 (71),Comprehensive Development,119,,EPS5144,311,1201,455.0,MARINE DR SW,V5X 0H3,"STRATA LOT 119, PLAN EPS5144, DISTR","ICT LOT 311, GROUP 1, NEW WESTMINST","ER LAND DISTRICT, & DL 323, TOGETHE",R WITH AN INTEREST IN THE COMMON PR,OPERTY IN PROPORTION TO THE UNIT EN,529000.0,338000.0,2020.0,254884.0,388314.0,,,,12,0.867
146929,009-007-041,LAND,93722920000,9372292,RS-1,One Family Dwelling,,87,11643,526,,4590.0,MAGNOLIA ST,V6J 4B5,BLOCK 87  PLAN 11643  DISTRICT LOT ,526  NEW WESTMINSTER,,,,227205000.0,68000.0,2020.0,266863000.0,68100.0,1968.0,1988.0,,4,227.273
